"County","Min","Median","Mean","Max","Recent"
"ACCOMACK",0.00286831252064866,0.0112110414607832,0.010344768690251,0.0160886793187889,0.0160886793187889
"AMELIA",0.317777777777778,1.16828911852296,1.06205193103351,1.59385170931034,1.00503050412073
"AUGUSTA",0.0935886146883257,0.210216075122664,0.277785050051585,0.597119435272686,0.597119435272686
"CAROLINE",0.0154602790554342,0.0168915936893678,0.0332902815677935,0.0839176598370043,0.015774378585086
"CHARLES CITY",0.0133379025716758,0.0347421969770357,0.142134145560008,0.485714285714286,0.0196463026152542
"CLARKE",0.332116788321168,0.950699385155907,0.853063469097498,1.17873831775701,1.07367149758454
"CULPEPER",0.0953674825370623,0.731441590856275,4.3226526903933,15.7323600973236,1.10945535045179
"DINWIDDIE",0.135445237681728,1.05064289029392,1.6570127083205,4.39131981501245,0.405409746538597
"HANOVER",0.15018161904418,0.229617008133017,0.33764641786288,0.741170036141306,0.15018161904418
"ISLE OF WIGHT",0.0282051282051282,0.198232479160235,0.324863173805312,0.874782608695652,0.20337552742616
"KING AND QUEEN",0.0296844114238975,0.0423108583755037,0.0669070758139181,0.153322175080768,0.0437556485867308
"KING WILLIAM",0,0.0274738448254102,0.0300772471287528,0.0653612988641907,0.0295734623726747
"MIDDLESEX",0,0.325357604142776,0.335626563265418,0.691791044776119,0.548012505582849
"MONTGOMERY",0.326452890547643,0.470225510329478,0.683931860154591,1.46882352941176,0.454417501105883
"NELSON",0.0682620358605111,0.0919450539629382,0.175748180119813,0.450840576692864,0.0758559622195986
"NORTHAMPTON",0.00765234211834175,0.0273041031573016,0.0243713821980977,0.0352249803594457,0.00765234211834175
"PAGE",0.185021178282634,0.327096918040946,0.692959053508962,1.93262119967132,0.425048923679061
"POWHATAN",0.336363636363636,2.2880523255814,9.80570327877816,34.3103448275862,1.91860465116279
"PRINCE WILLIAM",0.839730071699705,1.47041913939085,5.94989132774193,20.0189969604863,1.15260298466405
"ROCKINGHAM",0.277812368124304,0.471943801294923,0.469300369993779,0.655501509260968,0.575193219139019
"SHENANDOAH",0.663539980843545,1.55210368100312,1.47897572905647,2.1481555733761,1.4546454095657
"SOUTHAMPTON",0,0.0526955209238003,0.0736799679311096,0.189328829876838,0.0393463017007873
"SPOTSYLVANIA",0.403071334214003,1.68982096180981,22.5552673555543,86.4383561643836,86.4383561643836
"SUFFOLK CITY",0.170287948274566,0.19546504494035,0.209706350029614,0.27760736196319,0.211701652523448
"SURRY",0.103616276676045,0.299834729356849,0.49405409603983,1.27293064876958,0.103616276676045
"SUSSEX",0,0.0996290435385243,0.101109858556827,0.205181347150259,0.0321963104768535
"WESTMORELAND",0.00294628294838744,0.081527823478232,0.0969871692040479,0.22194674691134,0.159444226533881
